School incident,BB/pellet gun,State Senate District,State,Defensive use,Latitude,Accidental shooting,Gang involvement,Domestic violence,Injury involvement,Kidnapping,ATF/LE confiscation,Stolen gun involvement,"Idiocy, not aggression",State House District,Suicide or suicide attempt,Gun found during commission of other crime,Address,No shooting,Child involvement,Drive-by,Home invasion,No injuries,Notes,Number Killed,Incident Date,Longitude,Car-jacking,Possession of gun by felon or prohibited person,ID,Self-inflicted,Congressional District,Armed robbery,Officer involvement,Location Description,Death involvement,"Brandishing, open carry, or lost and found",Perpetrator under influence,Number Injured,Lockdown alert,Mistaken ID,Pistol-whipping,City or County,Drug involvement
False,False,5,California,False,37.9394,False,False,False,True,False,False,False,False,13,False,False,Stanislaus and Hemlock Streets,False,False,False,False,False,,0,"January 13, 2016",-121.278,False,False,68,False,9,False,True,"Stanislaus and Hemlock Streets; Stockton, California",False,False,False,1,False,False,False,Stockton,False
False,False,13,California,False,37.3923,False,False,False,False,True,False,False,False,24,False,False,600 block of Mariposa Avenue,True,False,False,False,False,,0,"January 13, 2016",-122.091,False,False,69,False,18,False,False,"600 block of Mariposa Avenue; Mountain View, California",False,True,False,0,False,False,False,Mountain View,False
False,False,6,California,False,38.6062,False,False,False,True,False,False,False,False,7,False,False,800 block of Arden Way,False,False,False,False,False,,0,"January 13, 2016",-121.448,False,False,70,False,6,False,False,"Chando's Tacos; 800 block of Arden Way; Sacramento, California",False,False,False,1,False,False,False,Sacramento,False
False,False,6,Texas,False,29.7691,False,False,False,True,False,False,False,False,143,False,False,1200 Federal,False,False,False,False,False,"1 inj., armed robbery",0,"January 13, 2016",-95.2134,False,False,71,False,29,True,False,"Sonic; 1200 Federal; Houston, Texas",False,False,False,1,False,False,False,Houston,False
False,False,3,Indiana,False,41.5329,False,False,False,False,False,False,False,False,14,False,False,4700 block of Delaware Street,False,False,False,False,False,"Woman found in street, late afternoon, shot, face, killed; unclear;",1,"January 13, 2016",-87.3317,False,False,72,False,1,False,False,"4700 block of Delaware Street; Gary, Indiana",True,False,False,0,False,False,False,Gary,False
False,False,N/A,Kentucky,False,38.2582,False,False,False,False,False,False,False,False,N/A,False,False,20th and Market Streets,False,False,False,False,False,,1,"January 13, 2016",-85.7832,False,False,73,False,3,False,False,"20th and Market Streets; Louisville, Kentucky",True,False,False,0,False,False,False,Louisville,False
False,False,19,Alabama,True,33.4934,False,False,False,False,False,False,False,False,55,False,False,3600 Richard M Scrushy Pkwy,False,False,False,False,True,"Armed employee and robber exchange fire, no injuries",0,"January 13, 2016",-86.9133,False,False,74,False,7,True,False,"Burger King; 3600 Richard M Scrushy Pkwy; Fairfield, Alabama",False,False,False,0,False,False,False,Fairfield,False
False,False,19,Alabama,False,33.4899,False,False,False,False,False,False,False,False,57,False,False,27 Park Road,False,False,False,False,False,"Armed robbery, customer killed...one of three armed robberies believe connected",1,"January 13, 2016",-86.9568,False,False,75,False,6,True,False,"Jack's restaurant; 27 Park Road; Pleasant Grove, Alabama",True,False,False,0,False,False,False,Pleasant Grove,False
True,False,14,Indiana,False,41.0404,False,False,False,False,False,False,False,False,80,False,True,4625 Werling Drive,True,False,False,False,False,Note discrepancy in date  Oct 9 or 1/13,0,"January 13, 2016",-85.1059,False,False,76,False,3,False,False,"East Allen Alternative School; 4625 Werling Drive; Fort Wayne, Indiana",False,False,False,0,False,False,False,Fort Wayne,False
False,False,47,Indiana,False,38.4086,False,False,False,True,False,False,False,False,70,False,False,14705 Huff Street,False,False,False,True,False,,0,"January 13, 2016",-86.112,False,False,77,False,9,False,False,"14705 Huff Street; Palmyra, Indiana",False,False,False,2,False,False,False,Palmyra,False
False,False,17,Illinois,True,41.7224,False,False,False,True,False,False,False,False,33,False,True,2051 East  95th Street,False,False,False,False,False,Beverly - 2 men serious after being shot in robbery;,0,"January 13, 2016",-87.5733,False,False,78,False,2,True,False,"T-Mobile; 2051 East  95th Street; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,11,Washington,False,47.5785,False,False,False,True,False,False,False,False,11,False,False,13700 block of 12th Avenue Southwest,False,False,False,False,False,Shooting occurred at same apartment complex where a man was shot/killed the previous Friday.,0,"January 13, 2016",-122.317,False,False,79,False,9,False,False,"13700 block of 12th Avenue Southwest; Seattle (Burien), Washington",False,False,False,2,False,False,False,Seattle (Burien),False
False,False,7,Nebraska,False,41.2382,False,False,False,True,False,False,False,False,N/A,False,False,16th and Martha Street,False,False,False,False,False,,0,"January 12, 2016",-95.9374,False,False,80,False,2,False,False,"16th and Martha Street; Omaha, Nebraska",False,False,False,1,False,False,False,Omaha,False
False,False,16,Wisconsin,False,43.1129,False,False,False,False,False,False,False,False,48,False,False,1200 block of MacArthur Road,False,False,False,False,True,"dispute between 2 people, stray bullet missed man sleeping on couch through wall",0,"January 12, 2016",-89.3194,False,False,81,False,2,False,False,"1200 block of MacArthur Road; Madison, Wisconsin",False,False,False,0,False,False,False,Madison,False
False,False,49,Washington,False,45.6395,False,False,False,False,False,False,False,False,49,False,False,4300 E. Fourth Plain Blvd.,False,False,True,False,True,Bar patron angry at being kicked out fired gun in air.,0,"January 12, 2016",-122.624,False,False,82,False,3,False,False,"QuarterDeck Tavern; 4300 E. Fourth Plain Blvd.; Vancouver, Washington",False,False,False,0,False,False,False,Vancouver,False
False,False,3,Oregon,False,42.3439,False,False,False,False,False,False,False,False,6,False,True,1500 block of Grand Avenue,False,False,False,False,True,Drug deal turned armed robbery leading to police standoff. Nearby Wilson Elementary School put on lockdown.,0,"January 12, 2016",-122.865,False,False,83,False,2,False,True,"1500 block of Grand Avenue; Medford, Oregon",False,True,True,0,True,False,False,Medford,True
False,False,30,Tennessee,False,35.1734,False,False,False,True,False,False,False,False,98,False,False,1500 block of Lake Grove Street,False,False,False,False,False,"North Memphis near Chelsea Avenue, person shot",0,"January 12, 2016",-89.961,False,False,84,False,9,False,False,"1500 block of Lake Grove Street; Memphis, Tennessee",False,False,False,1,False,False,False,Memphis,False
False,False,17,Virginia,False,38.0088,False,False,False,False,False,False,False,False,56,False,False,N/A,False,False,False,False,False,shot man’s body found on lake edge,1,"January 12, 2016",-78.0384,False,False,85,False,7,False,False,"Lake Anna; ; Louisa (county), Virginia",True,False,False,0,False,False,False,Louisa (county),False
False,False,4,Georgia,False,32.4556,False,False,False,False,False,False,False,False,158,False,False,North College Street,False,False,True,False,True,"fired shots at home, no inj",0,"January 12, 2016",-81.7851,False,False,86,False,12,False,False,"North College Street; Statesboro, Georgia",False,False,False,0,False,False,False,Statesboro,False
False,False,19,Texas,False,30.3379,False,False,False,True,False,False,False,False,74,False,False,N/A,False,False,False,False,False,"1 inj. after argument, possible hate crime",0,"January 12, 2016",-103.506,False,False,87,False,23,False,False,"; Brewster (county), Texas",False,False,False,1,False,False,False,Brewster (county),False
False,False,9,Missouri,False,39.0262,False,False,False,True,False,False,False,False,27,False,False,5400 block of Bennington Avenue,False,False,False,False,False,,0,"January 12, 2016",-94.5099,False,False,88,False,5,False,False,"5400 block of Bennington Avenue; Kansas City, Missouri",False,False,False,1,False,False,False,Kansas City,False
False,False,15,Wisconsin,False,42.5035,False,False,False,False,False,False,False,False,45,False,False,700 block of 8th Street,False,False,False,False,True,shots fired during ar,0,"January 12, 2016",-89.0467,False,False,89,False,2,False,False,"700 block of 8th Street; Beloit, Wisconsin",False,False,False,0,False,False,False,Beloit,False
False,False,18,Virginia,False,36.7378,False,False,False,True,False,False,False,False,77,True,False,600 block of North Main Street,False,False,False,False,False,robbery suspect shot himself in motel room as officers approached,0,"January 12, 2016",-76.5825,False,True,90,False,4,False,True,"Super 8 motel; 600 block of North Main Street; Suffolk, Virginia",False,False,False,1,False,False,False,Suffolk,False
False,False,N/A,Montana,False,48.2072,False,False,False,True,False,False,False,False,N/A,False,False,N/A,False,False,False,False,False,,0,"January 12, 2016",-114.305,False,False,91,False,1,False,True,"; Kalispell, Montana",False,True,False,1,False,False,False,Kalispell,False
False,False,21,Ohio,False,41.465,False,False,False,False,False,False,False,False,10,False,False,Corning Avenue and West 19th Place,False,False,False,False,False,"Man found shot, head, killed, behind wheel of wrecked SUV;",1,"January 12, 2016",-81.6977,False,False,92,False,11,False,False,"Corning Avenue and West 19th Place; Cleveland, Ohio",True,False,False,0,False,False,False,Cleveland,False
False,False,N/A,Pennsylvania,False,40.7501,False,False,False,False,False,False,False,False,N/A,False,False,N/A,False,False,False,False,True,,0,"January 12, 2016",-76.3384,False,False,93,False,17,False,False,"; Gordon, Pennsylvania",False,False,False,0,False,False,False,Gordon,False
False,False,29,Washington,False,47.1738,False,False,False,False,False,False,True,False,29,False,True,South Alaska and South 92nd street,True,False,False,False,False,The pistol was reported stolen in Kitsap County in August.,0,"January 12, 2016",-122.458,False,True,94,False,6,False,True,"South Alaska and South 92nd street; Tacoma, Washington",False,True,False,0,False,False,False,Tacoma,False
False,False,5,Virginia,False,36.8918,False,False,False,True,False,False,False,False,89,False,False,6200 block of Alexander Street,False,False,False,False,False,one person shot,0,"January 12, 2016",-76.236,False,False,95,False,3,False,False,"6200 block of Alexander Street; Norfolk, Virginia",False,False,False,1,False,False,False,Norfolk,False
False,False,N/A,Pennsylvania,False,40.4636,False,False,False,False,False,False,False,False,N/A,False,False,North Euclid Avenue,True,False,False,False,False,Carjackers realized car was stickshift and fled on foot.,0,"January 12, 2016",-79.9271,True,False,96,False,14,False,False,"North Euclid Avenue; Pittsburgh, Pennsylvania",False,False,False,0,False,False,False,Pittsburgh,False
False,False,9,Ohio,False,39.1912,False,False,False,False,False,False,False,False,32,False,True,Colerain Avenue and North Bend Road,True,False,False,False,False,"Car stolen at gunpoint; car recovered wrecked, several hours later;",0,"January 12, 2016",-84.5706,True,False,97,False,1,False,False,"Colerain Avenue and North Bend Road; Cincinnati, Ohio",False,False,False,0,False,False,False,Cincinnati,False
False,False,30,Tennessee,False,35.2536,False,False,False,False,False,False,False,False,98,False,False,3100 block of Laura Springs,False,False,False,False,False,man killed found in front of home near driveway,1,"January 12, 2016",-89.9331,False,False,98,False,9,False,False,"3100 block of Laura Springs; Memphis, Tennessee",True,False,False,0,False,False,False,Memphis,False
False,False,N/A,Alaska,False,61.1916,False,False,False,False,False,False,False,False,16,False,False,600 block of West 32nd Avenue,False,False,False,False,False,"near Arctic Blvd, intox perp armed with knife, ofc fired multiple times",1,"January 12, 2016",-149.894,False,False,99,False,1,False,True,"600 block of West 32nd Avenue; Anchorage, Alaska",True,False,True,0,False,False,False,Anchorage,False
False,False,9,Ohio,False,39.1149,False,False,False,True,False,False,False,False,32,False,True,Linn and Poplar,False,False,False,False,False,"Man trying to sell marijuana to 2 others shoots them, himself; 1 victim critical;",0,"January 12, 2016",-84.5273,False,False,100,False,1,False,False,"Linn and Poplar; Cincinnati, Ohio",False,False,False,3,False,False,False,Cincinnati,True
False,False,9,Ohio,False,39.1135,True,False,False,False,False,False,False,True,32,False,False,1200 block of Blanchard Avenue,False,False,False,False,False,"14yo boy ditched school, hid in basement; father thought child was intruder, shot and killed son.",1,"January 12, 2016",-84.566,False,False,101,False,1,False,False,"1200 block of Blanchard Avenue; Cincinnati, Ohio",True,False,False,0,False,True,False,Cincinnati,False
False,False,N/A,Pennsylvania,False,40.4667,False,False,False,True,False,False,False,False,N/A,False,False,Grotto and Gladefield,False,False,False,False,False,,0,"January 12, 2016",-79.8963,False,False,102,False,14,True,False,"Grotto and Gladefield; Pittsburgh, Pennsylvania",False,False,False,1,False,False,False,Pittsburgh,False
False,False,50,Indiana,False,37.9564,False,False,False,False,False,False,False,False,77,False,False,Marshall Ave.,False,False,False,False,True,,0,"January 12, 2016",-87.5399,False,False,103,False,8,False,False,"Marshall Ave.; Evansville, Indiana",False,False,False,0,False,False,False,Evansville,False
False,False,49,Indiana,False,37.973,False,False,False,False,False,False,False,False,77,False,False,Sycamore Street,False,False,False,False,True,,0,"January 12, 2016",-87.5707,False,False,104,False,8,False,False,"Sycamore Street; Evansville, Indiana",False,False,False,0,False,False,False,Evansville,False
False,False,50,Indiana,False,37.9664,False,False,False,False,False,False,False,False,77,False,False,S Harlan Ave.,False,False,False,False,True,,0,"January 12, 2016",-87.542,False,False,105,False,8,False,False,"S Harlan Ave.; Evansville, Indiana",False,False,False,0,False,False,False,Evansville,False
False,False,N/A,Massachusetts,False,41.7429,False,False,False,False,False,False,False,False,N/A,False,False,Onset Avenue,True,False,False,False,False,"near Cranberry Hwy, loaded black 9mm handgun found, recovered by ofc",0,"January 12, 2016",-70.6521,False,False,106,False,9,False,False,"Joseph Grassia Bridge; Onset Avenue; Wareham, Massachusetts",False,True,False,0,False,False,False,Wareham,False
False,False,10,Texas,False,32.6282,False,False,False,True,False,False,False,False,97,False,False,3700 Block of Bee Tree Lane,False,False,False,False,False,"1 killed, 1 inj.",1,"January 12, 2016",-97.3737,False,False,107,False,6,False,False,"3700 Block of Bee Tree Lane; Fort Worth, Texas",True,False,False,1,False,False,False,Fort Worth,False
False,False,29,Kansas,False,37.7046,False,False,False,False,False,False,False,False,84,False,False,1200 block of N. Chautauqua,False,False,False,False,True,,0,"January 12, 2016",-97.3013,False,False,108,False,4,False,False,"1200 block of N. Chautauqua; Wichita, Kansas",False,False,False,0,False,False,False,Wichita,False
False,False,21,Tennessee,False,36.2483,False,False,False,True,False,False,False,False,51,False,False,East Palestine Road,False,False,False,False,False,man shot,0,"January 12, 2016",-86.7117,False,False,109,False,5,False,False,"Falcon View Apartments; East Palestine Road; Madison, Tennessee",False,False,False,1,False,False,False,Madison,False
False,False,14,Tennessee,False,35.791,False,False,False,False,False,False,False,False,48,False,False,N/A,False,False,False,False,True,"intoxicated man fired shots at woman at apartment complex, handgun",0,"January 12, 2016",-86.3495,False,False,110,False,4,False,False,"; Murfreesboro, Tennessee",False,False,True,0,False,False,False,Murfreesboro,False
False,False,12,Connecticut,False,41.3247,False,False,False,False,False,True,False,False,98,False,True,48 Pinebrook Circle,True,False,False,False,False,"raid, drugs, cash, loaded 9mm found, child present",0,"January 12, 2016",-72.7076,False,False,111,False,3,False,False,"48 Pinebrook Circle; Guilford, Connecticut",False,False,False,0,False,False,False,Guilford,True
False,False,N/A,Massachusetts,False,42.3147,False,False,False,False,False,True,False,False,N/A,False,True,111 Magnolia Street,True,False,False,False,False,"Dorchester, ongoing investigation, loaded Sterling 22 cal handgun",0,"January 12, 2016",-71.0719,False,False,112,False,7,False,False,"111 Magnolia Street; Boston, Massachusetts",False,False,False,0,False,False,False,Boston,False
False,False,9,Ohio,False,39.1912,False,False,False,False,False,False,False,False,32,False,False,Colerain Avenue and North Bend Road,True,False,False,False,False,Car-jacking.,0,"January 12, 2016",-84.5706,True,False,113,False,1,False,False,"Colerain Avenue and North Bend Road; Cincinnati, Ohio",False,False,False,0,False,False,False,Cincinnati,False
False,False,N/A,Pennsylvania,False,39.9995,False,False,False,False,False,False,False,False,N/A,False,False,E Ontario and H streets,False,False,True,False,True,Shots fired not far from KenCrest Early Childhood Center- Kensington,0,"January 12, 2016",-75.1126,False,False,114,False,1,False,False,"E Ontario and H streets; Philadelphia, Pennsylvania",False,False,False,0,False,False,False,Philadelphia,False
False,False,1,Arizona,False,34.0709,False,False,False,False,False,False,False,False,1,False,False,34000 block of Mud Springs Road,False,False,False,False,False,"Claims he accidentally shot and killed girlfriend; arrested on murder 2, drugs found on site",1,"January 12, 2016",-112.126,False,False,115,False,4,False,False,"34000 block of Mud Springs Road; Black Canyon City, Arizona",True,False,False,0,False,False,False,Black Canyon City,False
False,False,5,Louisiana,False,29.9851,False,False,False,True,False,False,False,False,93,False,False,2700 Block of Bruxelles Street,False,False,False,False,False,1 inj.,0,"January 12, 2016",-90.0716,False,False,116,False,2,False,False,"2700 Block of Bruxelles Street; New Orleans, Louisiana",False,False,False,1,False,False,False,New Orleans,False
False,False,33,Alabama,False,30.6973,False,False,False,False,False,False,False,False,101,False,False,335 6th Avenue,False,False,False,False,False,"Mobile Terrace, sitting at table, perp point shotgun at vic head and fired",1,"January 12, 2016",-88.222,False,False,117,False,1,False,False,"335 6th Avenue; Mobile, Alabama",True,False,False,0,False,False,False,Mobile,False
False,False,N/A,Kentucky,False,38.0553,False,False,False,False,False,False,False,False,N/A,False,False,Linden Drive,False,False,False,False,True,"near Poplar Circle, shots fired at home and car",0,"January 12, 2016",-84.7462,False,False,118,False,6,False,False,"Linden Drive; Versailles, Kentucky",False,False,False,0,False,False,False,Versailles,False
False,False,42,Georgia,False,33.7411,False,False,False,True,False,False,False,False,86,False,False,3400 block of Primrose Place,False,False,False,False,False,"Dekalb Co, found shot in car, 2 males seen fleeing scene",0,"January 12, 2016",-84.249,False,False,119,False,4,False,False,"3400 block of Primrose Place; Decatur, Georgia",False,False,False,1,False,False,False,Decatur,False
False,False,27,Tennessee,False,35.658,False,False,False,False,False,False,False,False,80,False,False,500 block of Old Hickory Boulevard,False,False,False,False,False,man found shot inside car died,1,"January 12, 2016",-88.845,False,False,120,False,8,False,False,"Villages of Old Hickory; 500 block of Old Hickory Boulevard; Jackson, Tennessee",True,False,False,0,False,False,False,Jackson,False
False,False,38,Indiana,False,39.4633,True,False,False,False,False,False,False,False,43,False,False,1 Library Square,True,False,False,False,False,negligent discharge in gun hobbyist meeting at library,0,"January 12, 2016",-87.4086,False,False,121,False,8,False,False,"Vigo County Public Library; 1 Library Square; Terre Haute, Indiana",False,False,False,0,False,False,False,Terre Haute,False
False,False,5,Illinois,False,41.8821,False,False,False,True,False,False,False,False,10,False,False,2900 block of West Warren Boulevard,False,False,False,False,False,"East Garfield Park - passenger in car wounded, arm, after hearing shots;",0,"January 12, 2016",-87.6989,False,False,122,False,7,False,False,"2900 block of West Warren Boulevard; Chicago, Illinois",False,False,False,0,False,False,False,Chicago,False
False,False,2,Georgia,False,32.0707,False,False,False,True,False,False,False,False,162,False,False,1000 block of Lynah Road,False,False,False,False,False,"result of altercation, met with ofc on 1000 block of Googe, poss reported as on Googe",0,"January 12, 2016",-81.1226,False,False,123,False,1,False,False,"1000 block of Lynah Road; Savannah, Georgia",False,False,False,1,False,False,False,Savannah,False
False,False,14,Illinois,False,41.7241,False,False,False,True,False,False,False,False,27,False,True,9400 block of South Harvard Avenue,False,False,False,False,False,Princeton Park - man shot by shooter who got out of car to fire; stable,0,"January 12, 2016",-87.6323,False,False,124,False,1,False,False,"9400 block of South Harvard Avenue; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,16,Tennessee,False,35.5963,False,False,False,False,False,False,False,False,43,False,False,Beersheba Highway,False,False,False,False,False,man found shot dead outside home,1,"January 12, 2016",-85.7106,False,False,125,False,4,False,False,"Beersheba Highway; Mcminnville, Tennessee",True,False,False,0,False,False,False,Mcminnville,False
False,False,15,Georgia,False,32.4344,False,False,False,False,False,False,False,False,136,False,False,1000 block of Winston Road,False,False,False,False,True,"shots fired at home, no inj",0,"January 12, 2016",-84.9451,False,False,126,False,2,False,False,"1000 block of Winston Road; Columbus, Georgia",False,False,False,0,False,False,False,Columbus,False
False,False,15,Georgia,False,32.4836,False,False,False,False,False,False,False,False,135,False,False,1300 block of 22nd Street,False,False,False,False,True,"gun fired at vics, missed",0,"January 12, 2016",-84.9743,False,False,127,False,2,False,False,"1300 block of 22nd Street; Columbus, Georgia",False,False,False,0,False,False,False,Columbus,False
False,False,16,Illinois,False,41.7683,False,False,False,True,False,False,False,False,32,False,False,6900 block of South Western Avenue,False,False,False,False,False,"Marquette Park - teen shot, calf, as he stood outside; good;",0,"January 12, 2016",-87.6834,False,False,128,False,1,False,False,"6900 block of South Western Avenue; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,44,Georgia,False,33.7158,False,False,False,True,False,False,False,False,89,False,False,1504 Bouldercrest Road,False,True,True,False,False,"Dekalb co, cars exchanging gunfire, stray bullet hit sleeping child in home",0,"January 12, 2016",-84.3297,False,False,129,False,5,False,False,"Paradise East Apartments; 1504 Bouldercrest Road; Atlanta, Georgia",False,False,False,1,False,False,False,Atlanta,False
False,False,35,Georgia,False,33.6383,False,False,False,False,False,False,False,False,62,False,False,4300 block of Hidden Valley Drive,False,False,False,False,False,"Fulton Co, found in home",1,"January 12, 2016",-84.5345,False,False,130,False,13,False,False,"4300 block of Hidden Valley Drive; Atlanta (College Park), Georgia",True,False,False,0,False,False,False,Atlanta (College Park),False
False,False,13,Illinois,False,41.7661,False,True,False,True,False,False,False,False,26,False,False,7100 block of South Merrill Avenue,False,False,False,False,False,"South Shore - documented gang member shot, chest, critical;",0,"January 12, 2016",-87.5726,False,True,131,False,2,False,False,"7100 block of South Merrill Avenue; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,5,Illinois,False,41.8519,False,False,False,True,False,False,False,False,9,False,False,4100 block of West Cermak Road,False,False,False,False,False,"South Lawndale - man shot, side, leg, as he sat in car; critical",0,"January 12, 2016",-87.7274,False,False,132,False,7,False,False,"4100 block of West Cermak Road; Chicago, Illinois",False,False,False,1,False,False,False,Chicago,False
False,False,5,Illinois,False,41.8829,False,False,False,True,False,False,False,False,10,False,True,200 block of North Pulaski Road,False,False,False,False,False,East Garfield Park - 3 men standing on sidewalk wounded by gunman;,0,"January 12, 2016",-87.7254,False,False,133,False,7,False,False,"200 block of North Pulaski Road; Chicago, Illinois",False,False,False,3,False,False,False,Chicago,False
False,False,2,Georgia,False,32.0655,False,False,False,False,False,False,False,False,163,False,False,500 block of West Gwinnett Street,True,False,False,False,False,pw in face during ar,0,"January 12, 2016",-81.0912,False,False,134,False,1,True,False,"Frazier Homes; 500 block of West Gwinnett Street; Savannah, Georgia",False,False,False,1,False,False,True,Savannah,False
False,False,,Pennsylvania,False,N/A,False,False,False,True,False,False,False,False,,False,False,Big Buck Lane and Haven Wood Drive,False,False,False,False,False,,0,"January 12, 2016",N/A,False,False,135,False,,False,False,"Big Buck Lane and Haven Wood Drive; Price Township, Pennsylvania",False,False,False,1,False,False,False,Price Township,False
False,False,29,Georgia,False,33.0125,False,False,False,False,False,False,False,False,132,False,False,100 block of Nashua Drive,False,False,False,False,True,casings found in backyard,0,"January 12, 2016",-84.9861,False,False,136,False,3,False,False,"100 block of Nashua Drive; Lagrange, Georgia",False,False,False,0,False,False,False,Lagrange,False
