ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Address,Armed robbery with injury/death and/or evidence of DGU found,BB/pellet gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child with gun - no shots fired,City or County,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots perpetrator","Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun(s) stolen from owner,Home Invasion,Home Invasion - No death or injury,Home Invasion - Resident injured,ID,"IDIOCY, NOT AGGRESSION",Incident Date,Institution/Group/Business,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Latitude,Location Description,Longitude,"Mistaken ID  (thought it was an intruder/threat, was friend/family)",Non-Shooting Incident,Notes,Number Injured,Number Killed,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Perpetrator killed,Officer Involved Shooting - Perpetrator shot,Officer Involved Shooting - Perpetrator suicide at standoff,Officer Involved Shooting - Perpetrator surrender at standoff,"Officer Involved Shooting - Shots fired, no injury",Pistol-whipping,Playing with gun,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,Shots Fired - No Injuries,"Shots fired, no action (reported, no evidence found)",State,State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Suicide,Suicide - Attempt,Under the influence of alcohol or drugs (only applies to the perpetrator)
False,False,False,False,False,False,Washburn Street and Ashley Place,False,False,False,False,False,False,False,False,Lockport,False,False,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,False,"January 13, 2016",False,False,False,43.1669,"Washburn Street and Ashley Place; Lockport, New York",-78.6859,False,False,"shots hit home, no inj",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,New York,144,62,False,False,False,False
False,False,False,False,False,False,Livonia and Pennsylvania Avenue,False,False,False,False,False,False,False,False,Brooklyn,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,False,"January 13, 2016",False,False,False,40.6647,"Livonia and Pennsylvania Avenue; Brooklyn, New York",-73.894,False,False,"Brownsville, shot in head, arm, weapon recovered",1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,New York,60,19,False,False,False,False
False,False,False,False,False,False,11410 Charest,False,False,False,False,False,False,False,False,Hamtramck,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,False,"January 13, 2016",False,False,True,42.4012,"Hamtramck Public Schools; 11410 Charest; Hamtramck, Michigan",-83.0574,False,True,Lockdown lifted.  It has not been announced that a gunman has been found.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Michigan,5,2,False,False,False,False
False,False,False,False,False,False,Albemarle Avenue and Nostrand Place,True,False,False,False,False,False,False,False,Hempstead,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,False,"January 13, 2016",False,False,False,40.7047,"Albemarle Avenue and Nostrand Place; Hempstead, New York",-73.6143,False,False,"pw during ar, shots fired, no inj from gunshot",1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,New York,18,6,False,False,False,False
False,False,False,False,False,False,Haystack Road,False,False,False,False,False,False,False,False,Surry (county),False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,False,"January 13, 2016",False,False,False,36.4527,"Haystack Road; Surry (county), North Carolina",-80.8232,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,North Carolina,90,30,False,False,False,False
False,False,False,False,False,False,8200 block of West Princeton Square Boulevard,False,False,False,False,False,False,False,False,Jacksonville,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,False,"January 13, 2016",False,False,False,30.2208,"8200 block of West Princeton Square Boulevard; Jacksonville, Florida",-81.5643,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Florida,16,4,False,False,False,False
False,False,False,False,False,False,Garden State Parkway,False,False,False,False,False,False,False,False,Brick (Wall Township),False,False,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,47,False,"January 13, 2016",False,False,False,40.0936,"Garden State Parkway; Brick (Wall Township), New Jersey",-74.1445,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,New Jersey,10,10,False,False,False,True
False,False,False,False,False,False,13th Street and North Sapodilla,False,False,False,False,False,False,False,False,West Palm Beach,False,False,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,False,"January 13, 2016",False,False,False,26.7255,"13th Street and North Sapodilla; West Palm Beach, Florida",-80.0583,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Florida,88,27,False,False,False,False
False,False,False,False,False,False,800 Old Whiteville Road,False,False,False,False,False,False,False,False,Lumberton,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,False,"January 13, 2016",False,False,False,34.5994,"800 Old Whiteville Road; Lumberton, North Carolina",-78.9511,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,North Carolina,46,13,False,False,False,False
False,False,False,False,False,False,5800 Block of Dupont Street,False,False,False,False,False,False,False,False,Flint,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,"January 13, 2016",False,False,False,43.0657,"5800 Block of Dupont Street; Flint, Michigan",-83.7141,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Michigan,34,27,False,False,False,False
False,False,False,False,False,False,200 block of Barry Avenue,False,False,False,False,False,False,False,False,Lockport,False,False,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51,False,"January 13, 2016",False,False,False,41.5577,"200 block of Barry Avenue; Lockport, Illinois",-88.0675,False,False,"Man shot, chest, killed, in drug deal gone bad. Victim's home the site of 2014 murder;",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Illinois,85,43,False,False,False,False
False,False,False,False,False,False,Franklin Avenue,False,False,False,False,False,False,False,False,New Orleans,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52,False,"January 13, 2016",False,False,False,29.9985,"Franklin Avenue; New Orleans, Louisiana",-90.05,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Louisiana,97,3,False,False,False,False
False,False,False,False,False,False,1400 block of East Wellington Way,True,False,False,False,False,False,False,False,Decatur,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53,False,"January 13, 2016",False,False,False,39.8891,"1400 block of East Wellington Way; Decatur, Illinois",-88.9379,False,False,"Man shot, chest, killed, in robbery attempt;",0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Illinois,96,48,False,False,False,False
False,False,False,False,False,False,3100 Block of Wagner Street,False,False,False,False,False,False,False,False,Shreveport,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,54,False,"January 13, 2016",False,False,False,32.4542,"3100 Block of Wagner Street; Shreveport, Louisiana",-93.7872,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Louisiana,3,39,False,False,False,False
False,False,False,False,False,False,800 Block of Forth Worth,False,False,False,True,False,False,False,False,Wichita Falls,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55,False,"January 13, 2016",False,False,False,33.9009,"800 Block of Forth Worth; Wichita Falls, Texas",-98.4767,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Texas,69,30,False,False,False,False
False,True,False,False,False,False,7800 block of Pinelake Road,False,False,False,False,False,False,False,False,Richland (county),False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56,False,"January 13, 2016",False,False,False,34.085,"7800 block of Pinelake Road; Richland (county), South Carolina",-80.9562,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,South Carolina,76,19,False,False,False,False
False,False,False,False,False,False,US 287,False,False,False,False,False,False,False,False,Houston (county),False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57,False,"January 13, 2016",False,False,False,31.3764,"US 287; Houston (county), Texas",-95.4757,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,57,3,False,False,False,False
False,False,False,False,False,False,15100 Paso Real,False,False,False,False,False,False,False,False,Harris (county),False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,False,"January 13, 2016",False,False,False,29.6936,"15100 Paso Real; Harris (county), Texas",-95.6532,False,False,1 killed,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Texas,149,17,False,False,False,False
False,False,False,False,False,False,800 block of South 14th Street,False,False,False,False,False,False,False,False,Newark,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59,False,"January 13, 2016",False,False,False,40.7266,"800 block of South 14th Street; Newark, New Jersey",-74.2096,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New Jersey,28,28,False,False,False,False
False,False,False,False,False,False,6100 block of South Stewart Avenue,False,False,False,False,False,False,False,False,Chicago (Englewood),False,False,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,False,"January 13, 2016",False,False,False,41.7834,"6100 block of South Stewart Avenue; Chicago (Englewood), Illinois",-87.6354,False,False,"Man wounded, buttocks, neck, in drive-up shooting;",1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Illinois,6,3,False,False,False,False
False,False,False,False,False,False,7900 block of South Laflin,False,False,False,False,False,False,False,False,Chicago,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,61,False,"January 13, 2016",False,False,False,41.7504,"7900 block of South Laflin; Chicago, Illinois",-87.661,False,False,"Auburn Gresham - man killed, woman seriously wounded; both shot, head; possible gang connection;",1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,Illinois,31,16,False,False,False,False
False,True,False,True,False,True,401 Ouachita 88,False,False,False,False,False,False,False,False,Ouachita (county),False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62,True,"January 13, 2016",False,False,False,33.659,"Harmony Grove High School; 401 Ouachita 88; Ouachita (county), Arkansas",-92.7974,False,False,17yo AD'd and shot 18yo friend in back after finding gun in 18yo's car. Non life-threatening inj.,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,Arkansas,7,27,False,False,False,False
False,False,False,False,False,False,22nd Street North,False,False,False,False,False,False,False,False,Columbus,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63,False,"January 13, 2016",False,False,False,33.5071,"22nd Street North; Columbus, Mississippi",-88.4099,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Mississippi,41,16,False,False,False,False
False,True,False,True,False,True,700 block of N. Grand Street,False,False,False,False,False,False,False,False,Schoolcraft,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64,True,"January 13, 2016",False,False,False,42.1215,"700 block of N. Grand Street; Schoolcraft, Michigan",-85.6373,False,False,Man shot himself in truck in parking lot; non life-threatening inj. May be charged for carrying w/o permit.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Michigan,63,20,False,False,False,False
False,False,False,False,False,False,7100 block of 10th Avenue,False,False,False,False,False,False,False,False,Los Angeles,False,False,37,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,65,False,"January 13, 2016",False,False,False,33.9757,"Hyde Park; 7100 block of 10th Avenue; Los Angeles, California",-118.328,False,False,,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,62,30,False,False,False,False
False,False,False,False,False,False,1029 Knotts Street,False,False,False,False,False,False,False,False,Bakersfield,False,False,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66,False,"January 13, 2016",False,False,False,35.3909,"1029 Knotts Street; Bakersfield, California",-118.982,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,California,32,14,False,False,False,False
False,False,False,False,False,False,Geoffrey Road and Margo Lane,False,False,False,False,False,False,False,False,Willow Grove,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67,False,"January 13, 2016",False,False,False,40.1526,"Geoffrey Road and Margo Lane; Willow Grove, Pennsylvania",-75.1336,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Stanislaus and Hemlock Streets,False,False,False,False,False,False,False,False,Stockton,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68,False,"January 13, 2016",False,False,False,37.9394,"Stanislaus and Hemlock Streets; Stockton, California",-121.278,False,False,,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,13,5,False,False,False,False
False,False,False,False,False,False,600 block of Mariposa Avenue,False,False,False,True,False,False,False,False,Mountain View,False,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69,False,"January 13, 2016",False,True,False,37.3923,"600 block of Mariposa Avenue; Mountain View, California",-122.091,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,California,24,13,False,False,False,False
False,False,False,False,False,False,800 block of Arden Way,False,False,False,False,False,False,False,False,Sacramento,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70,False,"January 13, 2016",False,False,False,38.6062,"Chando's Tacos; 800 block of Arden Way; Sacramento, California",-121.448,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,California,7,6,False,False,False,False
False,False,False,False,False,False,1200 Federal,True,False,False,False,False,False,False,False,Houston,False,False,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71,False,"January 13, 2016",False,False,False,29.7691,"Sonic; 1200 Federal; Houston, Texas",-95.2134,False,False,"1 inj., armed robbery",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,143,6,False,False,False,False
False,False,False,False,False,False,4700 block of Delaware Street,False,False,False,False,False,False,False,False,Gary,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72,False,"January 13, 2016",False,False,False,41.5329,"4700 block of Delaware Street; Gary, Indiana",-87.3317,False,False,"Woman found in street, late afternoon, shot, face, killed; unclear;",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Indiana,14,3,False,False,False,False
False,False,False,False,False,False,20th and Market Streets,False,False,False,False,False,False,False,False,Louisville,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73,False,"January 13, 2016",False,False,False,38.2582,"20th and Market Streets; Louisville, Kentucky",-85.7832,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Kentucky,N/A,N/A,False,False,False,False
False,False,False,False,False,False,3600 Richard M Scrushy Pkwy,True,False,False,False,False,False,False,False,Fairfield,False,True,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,74,False,"January 13, 2016",False,False,False,33.4934,"Burger King; 3600 Richard M Scrushy Pkwy; Fairfield, Alabama",-86.9133,False,False,"Armed employee and robber exchange fire, no injuries",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Alabama,55,19,False,False,False,False
False,False,False,False,False,False,27 Park Road,True,False,False,False,False,False,False,False,Pleasant Grove,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75,False,"January 13, 2016",False,False,False,33.4899,"Jack's restaurant; 27 Park Road; Pleasant Grove, Alabama",-86.9568,False,False,"Armed robbery, customer killed...one of three armed robberies believe connected",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Alabama,57,19,False,False,False,False
False,False,False,False,False,False,4625 Werling Drive,False,False,False,False,False,False,False,False,Fort Wayne,False,False,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,76,False,"January 13, 2016",False,False,False,41.0404,"East Allen Alternative School; 4625 Werling Drive; Fort Wayne, Indiana",-85.1059,False,True,Note discrepancy in date  Oct 9 or 1/13,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Indiana,80,14,False,False,False,False
False,False,False,False,False,False,14705 Huff Street,False,False,False,False,False,False,False,False,Palmyra,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,77,False,"January 13, 2016",False,False,False,38.4086,"14705 Huff Street; Palmyra, Indiana",-86.112,False,False,,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Indiana,70,47,False,False,False,False
False,False,False,False,False,False,2051 East  95th Street,True,False,False,False,False,False,False,False,Chicago,False,True,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,78,False,"January 13, 2016",False,False,False,41.7224,"T-Mobile; 2051 East  95th Street; Chicago, Illinois",-87.5733,False,False,Beverly - 2 men serious after being shot in robbery;,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Illinois,33,17,False,False,False,False
False,False,False,False,False,False,13700 block of 12th Avenue Southwest,False,False,False,False,False,False,False,False,Seattle (Burien),False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79,False,"January 13, 2016",False,False,False,47.5785,"13700 block of 12th Avenue Southwest; Seattle (Burien), Washington",-122.317,False,False,Shooting occurred at same apartment complex where a man was shot/killed the previous Friday.,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Washington,11,11,False,False,False,False
False,False,False,False,False,False,16th and Martha Street,False,False,False,False,False,False,False,False,Omaha,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80,False,"January 12, 2016",False,False,False,41.2382,"16th and Martha Street; Omaha, Nebraska",-95.9374,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Nebraska,N/A,7,False,False,False,False
False,False,False,False,False,False,1200 block of MacArthur Road,False,False,False,False,False,False,False,False,Madison,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81,False,"January 12, 2016",False,False,False,43.1129,"1200 block of MacArthur Road; Madison, Wisconsin",-89.3194,False,False,"dispute between 2 people, stray bullet missed man sleeping on couch through wall",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Wisconsin,48,16,False,False,False,False
False,False,False,False,False,False,4300 E. Fourth Plain Blvd.,False,False,True,False,False,False,False,False,Vancouver,False,False,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,82,False,"January 12, 2016",True,False,False,45.6395,"QuarterDeck Tavern; 4300 E. Fourth Plain Blvd.; Vancouver, Washington",-122.624,False,False,Bar patron angry at being kicked out fired gun in air.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Washington,49,49,False,False,False,False
False,False,False,False,False,False,1500 block of Grand Avenue,False,False,False,True,False,False,False,False,Medford,False,False,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,83,False,"January 12, 2016",False,False,True,42.3439,"1500 block of Grand Avenue; Medford, Oregon",-122.865,False,False,Drug deal turned armed robbery leading to police standoff. Nearby Wilson Elementary School put on lockdown.,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,Oregon,6,3,False,False,False,True
False,False,False,False,False,False,1500 block of Lake Grove Street,False,False,False,False,False,False,False,False,Memphis,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84,False,"January 12, 2016",False,False,False,35.1734,"1500 block of Lake Grove Street; Memphis, Tennessee",-89.961,False,False,"North Memphis near Chelsea Avenue, person shot",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Tennessee,98,30,False,False,False,False
False,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Louisa (county),False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,False,"January 12, 2016",False,False,False,38.0088,"Lake Anna; ; Louisa (county), Virginia",-78.0384,False,False,shot man’s body found on lake edge,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Virginia,56,17,False,False,False,False
False,False,False,False,False,False,North College Street,False,False,False,False,False,False,False,False,Statesboro,False,False,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,86,False,"January 12, 2016",False,False,False,32.4556,"North College Street; Statesboro, Georgia",-81.7851,False,False,"fired shots at home, no inj",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Georgia,158,4,False,False,False,False
False,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Brewster (county),False,False,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87,False,"January 12, 2016",False,False,False,30.3379,"; Brewster (county), Texas",-103.506,False,False,"1 inj. after argument, possible hate crime",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,74,19,False,False,False,False
False,False,False,False,False,False,5400 block of Bennington Avenue,False,False,False,False,False,False,False,False,Kansas City,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88,False,"January 12, 2016",False,False,False,39.0262,"5400 block of Bennington Avenue; Kansas City, Missouri",-94.5099,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Missouri,27,9,False,False,False,False
False,False,False,False,False,False,700 block of 8th Street,False,False,False,False,False,False,False,False,Beloit,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89,False,"January 12, 2016",False,False,False,42.5035,"700 block of 8th Street; Beloit, Wisconsin",-89.0467,False,False,shots fired during ar,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Wisconsin,45,15,False,False,False,False
False,False,False,False,False,False,600 block of North Main Street,False,False,False,False,False,False,False,False,Suffolk,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90,False,"January 12, 2016",False,False,False,36.7378,"Super 8 motel; 600 block of North Main Street; Suffolk, Virginia",-76.5825,False,False,robbery suspect shot himself in motel room as officers approached,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Virginia,77,18,False,False,True,False
False,False,False,False,False,False,N/A,False,False,False,True,False,False,False,False,Kalispell,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91,False,"January 12, 2016",False,False,False,48.2072,"; Kalispell, Montana",-114.305,False,False,,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Montana,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Corning Avenue and West 19th Place,False,False,False,False,False,False,False,False,Cleveland,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92,False,"January 12, 2016",False,False,False,41.465,"Corning Avenue and West 19th Place; Cleveland, Ohio",-81.6977,False,False,"Man found shot, head, killed, behind wheel of wrecked SUV;",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Ohio,10,21,False,False,False,False
False,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Gordon,False,False,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,False,"January 12, 2016",False,False,False,40.7501,"; Gordon, Pennsylvania",-76.3384,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,South Alaska and South 92nd street,False,False,False,True,False,False,False,False,Tacoma,False,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94,False,"January 12, 2016",False,False,False,47.1738,"South Alaska and South 92nd street; Tacoma, Washington",-122.458,False,True,The pistol was reported stolen in Kitsap County in August.,0,0,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Washington,29,29,False,False,False,False
False,False,False,False,False,False,6200 block of Alexander Street,False,False,False,False,False,False,False,False,Norfolk,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95,False,"January 12, 2016",False,False,False,36.8918,"6200 block of Alexander Street; Norfolk, Virginia",-76.236,False,False,one person shot,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Virginia,89,5,False,False,False,False
False,False,False,False,False,False,North Euclid Avenue,False,False,False,False,True,False,False,False,Pittsburgh,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96,False,"January 12, 2016",False,False,False,40.4636,"North Euclid Avenue; Pittsburgh, Pennsylvania",-79.9271,False,True,Carjackers realized car was stickshift and fled on foot.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pennsylvania,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Colerain Avenue and North Bend Road,False,False,False,False,True,False,False,False,Cincinnati,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97,False,"January 12, 2016",False,False,False,39.1912,"Colerain Avenue and North Bend Road; Cincinnati, Ohio",-84.5706,False,True,"Car stolen at gunpoint; car recovered wrecked, several hours later;",0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Ohio,32,9,False,False,False,False
False,False,False,False,False,False,3100 block of Laura Springs,False,False,False,False,False,False,False,False,Memphis,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98,False,"January 12, 2016",False,False,False,35.2536,"3100 block of Laura Springs; Memphis, Tennessee",-89.9331,False,False,man killed found in front of home near driveway,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Tennessee,98,30,False,False,False,False
False,False,False,False,False,False,600 block of West 32nd Avenue,False,False,False,False,False,False,False,False,Anchorage,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,False,"January 12, 2016",False,False,False,61.1916,"600 block of West 32nd Avenue; Anchorage, Alaska",-149.894,False,False,"near Arctic Blvd, intox perp armed with knife, ofc fired multiple times",0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Alaska,16,N/A,False,False,False,True
