ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Address,Armed robbery with injury/death and/or evidence of DGU found,BB/pellet gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child with gun - no shots fired,City or County,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots perpetrator","Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun(s) stolen from owner,Home Invasion,Home Invasion - No death or injury,Home Invasion - Resident injured,ID,"IDIOCY, NOT AGGRESSION",Incident Date,Institution/Group/Business,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Latitude,Location Description,Longitude,"Mistaken ID  (thought it was an intruder/threat, was friend/family)",Non-Shooting Incident,Notes,Number Injured,Number Killed,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Perpetrator killed,Officer Involved Shooting - Perpetrator shot,Officer Involved Shooting - Perpetrator suicide at standoff,Officer Involved Shooting - Perpetrator surrender at standoff,"Officer Involved Shooting - Shots fired, no injury",Pistol-whipping,Playing with gun,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,Shots Fired - No Injuries,"Shots fired, no action (reported, no evidence found)",State,State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Suicide,Suicide - Attempt,Under the influence of alcohol or drugs (only applies to the perpetrator)
False,False,False,False,False,False,4000 Block of Wallace Avenue,False,False,False,False,False,False,False,False,Shreveport,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,158,False,"January 12, 2016",False,True,False,32.4673,"4000 Block of Wallace Avenue; Shreveport, Louisiana",-93.7673,False,True,Kidnapping at gunpoint.  Perps also guilty of bank robbery.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Louisiana,3,39,False,False,False,False
False,False,False,False,False,False,1900 block of N. Robberson Avenue,False,False,False,False,False,False,False,False,Springfield,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159,False,"January 12, 2016",False,False,False,37.2323,"1900 block of N. Robberson Avenue; Springfield, Missouri",-93.2901,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Missouri,131,30,False,False,False,False
False,True,True,False,False,True,770 block of Spangenburg Road,False,False,False,False,False,False,False,False,Jackson (county),False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160,True,"January 12, 2016",False,False,False,38.9465,"770 block of Spangenburg Road; Jackson (county), Ohio",-82.7695,False,False,"Scioto Twp - both men were prison guards @ Southern Ohio Correctional Facility, older male AD'd and shot friend in chest.",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Ohio,93,17,False,False,False,False
False,False,False,False,False,False,11500 block of Terrace Drive,False,False,False,False,False,False,False,False,Waldorf,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,161,False,"January 12, 2016",False,False,False,38.6204,"11500 block of Terrace Drive; Waldorf, Maryland",-76.9106,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Maryland,28,28,False,False,False,False
False,False,False,False,False,False,3110 East Tulare Avenue,False,False,False,False,False,False,False,False,Fresno,False,False,16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,162,False,"January 12, 2016",False,False,False,36.742,"Jack In the Box; 3110 East Tulare Avenue; Fresno, California",-119.779,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,California,31,14,False,False,False,True
False,False,False,False,False,False,1900 block of Destrehan Street,False,False,False,False,False,False,False,False,Saint Louis,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163,False,"January 12, 2016",False,False,False,N/A,"1900 block of Destrehan Street; Saint Louis, Missouri",N/A,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Missouri,,,False,False,False,False
False,False,False,False,False,False,Schooner Avenue and Village Drive,False,False,False,False,False,False,False,False,Barnegat (Barnegat Township),False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,164,False,"January 12, 2016",False,False,False,39.749,"Schooner Avenue and Village Drive; Barnegat (Barnegat Township), New Jersey",-74.2472,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,New Jersey,9,9,True,False,False,False
False,False,False,False,False,False,1800 block of John Everall Road,False,False,False,False,False,False,False,False,Lancaster,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165,False,"January 12, 2016",False,False,False,34.7505,"1800 block of John Everall Road; Lancaster, South Carolina",-80.735,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South Carolina,44,16,False,False,False,False
False,False,False,False,False,False,Campus Drive,False,False,False,False,False,False,False,False,Orangeburg,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,166,False,"January 12, 2016",False,False,False,33.5034,"Campus Drive; Orangeburg, South Carolina",-80.8412,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,South Carolina,95,40,True,False,False,False
False,False,False,False,False,False,3000 block of West Cobblewood Lane,False,False,False,False,False,False,False,False,Jacksonville,False,False,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,167,False,"January 12, 2016",False,False,False,30.3646,"3000 block of West Cobblewood Lane; Jacksonville, Florida",-81.5008,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Florida,12,9,False,False,False,False
False,False,False,False,False,False,820 N. Buchanan St.,False,False,False,False,True,False,False,False,Little Rock,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168,False,"January 12, 2016",False,False,False,34.7589,"820 N. Buchanan St.; Little Rock, Arkansas",-92.3395,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Arkansas,33,32,False,False,False,False
False,False,False,False,False,False,500 S. Valentine St.,False,False,False,False,True,False,False,False,Little Rock,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169,False,"January 12, 2016",False,False,False,34.7475,"500 S. Valentine St.; Little Rock, Arkansas",-92.3133,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Arkansas,33,32,False,False,False,False
False,False,False,False,False,False,Lyndover and Sutton,False,False,False,False,True,False,False,False,Saint Louis (Maplewood),False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170,False,"January 12, 2016",False,False,False,N/A,"Lyndover and Sutton; Saint Louis (Maplewood), Missouri",N/A,False,True,Number of perpetrators unspecified.,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Missouri,,,False,False,False,False
False,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Dallas (county),False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,171,False,"January 12, 2016",False,False,False,33.8168,"; Dallas (county), Arkansas",-92.4188,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Arkansas,8,12,False,False,False,False
False,False,False,False,False,False,North Lane and North Lake Orlando Parkway,False,False,False,False,False,False,False,False,Orlando,False,False,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,172,False,"January 12, 2016",False,False,False,28.5933,"North Lane and North Lake Orlando Parkway; Orlando, Florida",-81.4378,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Florida,45,12,True,False,False,True
False,False,False,False,False,False,6 South Cocoa Boulevard,True,False,False,False,False,False,False,False,Cocoa,False,False,8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,173,False,"January 12, 2016",False,False,False,28.3568,"Chevron; 6 South Cocoa Boulevard; Cocoa, Florida",-80.7319,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Florida,51,16,False,False,False,False
False,False,False,False,False,False,7500 Block of Chalmers,False,False,False,False,False,False,False,False,Warren,False,False,9,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,174,False,"January 12, 2016",False,False,False,42.4564,"7500 Block of Chalmers; Warren, Michigan",-83.029,False,False,This story is developing.,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,Michigan,28,9,False,False,False,False
False,True,False,True,False,True,800 block of Poplar Street,False,False,False,False,False,False,False,False,Cincinnati,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,175,False,"January 12, 2016",False,False,False,39.1149,"800 block of Poplar Street; Cincinnati, Ohio",-84.5273,False,False,"Drug deal gone wrong; perp shot 2 men intentionally, and himself accidentally.",3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Ohio,32,9,False,False,False,False
False,False,False,False,False,False,500 block of South Austin Boulevard,False,False,False,False,False,False,False,False,Oak Park,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,176,False,"January 12, 2016",False,False,False,41.8736,"500 block of South Austin Boulevard; Oak Park, Illinois",-87.7744,False,False,"Man shot, upper thigh, at gas station; good; unclear;",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Illinois,78,39,False,False,False,False
False,False,False,False,False,False,4400 block of West Monroe,False,False,False,False,False,False,False,False,Chicago,False,False,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,177,False,"January 12, 2016",False,False,False,41.8797,"4400 block of West Monroe; Chicago, Illinois",-87.7355,False,False,"West Garfield Park - documented gang member shot, abdomen. serious;",1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Illinois,10,5,False,False,False,False
False,False,False,False,False,False,Woolbright Street,False,False,False,False,False,False,False,False,Columbia,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,178,False,"January 12, 2016",False,False,False,31.2525,"Woolbright Street; Columbia, Mississippi",-89.8354,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Mississippi,100,40,False,False,False,False
False,False,False,False,False,False,800 block of 10th Ave. S.,False,False,False,False,False,False,False,False,Columbus,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,179,False,"January 12, 2016",False,False,False,33.4861,"800 block of 10th Ave. S.; Columbus, Mississippi",-88.4235,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Mississippi,41,16,False,False,False,False
False,False,False,False,False,False,Hatch St.,False,False,False,False,False,False,False,False,Burlington,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180,False,"January 12, 2016",False,False,False,36.1045,"Hatch St.; Burlington, North Carolina",-79.437,False,False,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,North Carolina,64,24,False,False,False,False
False,False,False,False,False,False,Ferrell Ct.,False,False,False,False,False,False,False,False,Winston-Salem,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,181,False,"January 12, 2016",False,False,False,N/A,"Ferrell Ct.; Winston-Salem, North Carolina",N/A,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,North Carolina,,,False,False,False,False
False,False,False,False,False,False,San Benancio Road,False,False,False,False,False,False,False,False,Salinas,False,False,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,182,False,"January 12, 2016",False,False,False,36.5572,"San Benancio Road; Salinas, California",-121.697,False,True,shotguns unknown amount; report # FG1600201,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,California,30,17,True,False,False,False
False,False,False,False,False,False,5900 block of North Kenmore Avenue,False,False,False,False,False,False,False,False,Chicago,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,183,False,"January 12, 2016",False,False,False,41.9894,"5900 block of North Kenmore Avenue; Chicago, Illinois",-87.6573,False,False,"Man in car hears shots nearby, wounded; stable; no known gang affiliation;",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Illinois,14,7,False,False,False,False
False,False,False,False,False,False,1600 block of North Decatur Boulevard,False,False,False,False,False,False,False,False,Las Vegas,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184,False,"January 12, 2016",False,False,False,36.1887,"1600 block of North Decatur Boulevard; Las Vegas, Nevada",-115.206,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Nevada,6,4,False,False,False,False
False,False,False,False,False,False,4400 Block of Sierra Street,False,False,False,False,False,False,False,False,San Antonio,False,False,35,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,185,False,"January 12, 2016",False,False,False,29.3814,"4400 Block of Sierra Street; San Antonio, Texas",-98.4952,False,False,1 inj.; drive-by shooting,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,118,19,False,False,False,False
False,False,False,False,False,False,4000 Block of East Southcross,False,False,False,False,False,False,False,False,San Antonio,False,False,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186,False,"January 12, 2016",False,False,False,29.3743,"4000 Block of East Southcross; San Antonio, Texas",-98.4158,False,False,1 inj.; more than one person may have had a role in this shooting,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,119,19,False,False,False,False
False,False,False,False,False,False,Parkdale Stree,False,False,False,False,False,False,False,False,San Antonio,False,False,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,187,False,"January 12, 2016",False,False,False,29.526,"Parkdale Stree; San Antonio, Texas",-98.5617,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,116,26,False,False,False,False
False,False,False,False,False,False,S. College Avenue,False,False,False,False,False,False,False,False,Tulsa,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188,False,"January 12, 2016",False,False,False,36.1424,"S. College Avenue; Tulsa, Oklahoma",-95.9459,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Oklahoma,78,35,False,False,False,False
False,False,False,False,False,False,Skyland Boulevard,False,False,False,False,False,False,False,False,Tuscaloosa,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,189,False,"January 12, 2016",False,False,False,33.1672,"Aspen Village apartments; Skyland Boulevard; Tuscaloosa, Alabama",-87.5334,False,False,,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Alabama,70,24,False,False,False,False
False,False,False,False,False,False,2600 block of Congressman Dickerson Drive,False,False,False,False,False,False,False,False,Montgomery,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,190,False,"January 12, 2016",False,False,False,32.4091,"2600 block of Congressman Dickerson Drive; Montgomery, Alabama",-86.2607,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Alabama,78,26,False,False,False,False
False,False,False,False,False,False,1499 Russell Cave Rd,False,False,False,False,False,False,False,False,Lexington,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,191,False,"January 12, 2016",False,False,False,38.072,"McDonalds; 1499 Russell Cave Rd; Lexington, Kentucky",-84.4758,False,False,"Second incident at that location today [9:30PM] North Park shopping center near New Circle Road, man shot crashed into tree, later died",0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Kentucky,N/A,N/A,False,False,False,False
False,False,False,False,False,False,1499 Russell Cave Rd,False,False,False,False,False,False,False,False,Lexington,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192,False,"January 12, 2016",False,False,False,38.072,"McDonalds; 1499 Russell Cave Rd; Lexington, Kentucky",-84.4758,False,False,First incident of the day at this location [12:30AM] shots fired hit occupied truck in drive-thru,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Kentucky,N/A,N/A,False,False,False,False
False,False,False,False,False,False,Main Street and Oakley Avenue,False,False,False,False,False,False,False,False,Santa Maria,False,False,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,193,False,"January 12, 2016",False,False,False,34.9532,"Main Street and Oakley Avenue; Santa Maria, California",-120.447,False,False,,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,California,35,19,False,False,False,False
False,False,False,False,False,False,26th Avenue and Zuni Street,False,False,False,False,False,False,False,False,Denver,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,194,False,"January 11, 2016",False,False,False,39.7549,"26th Avenue and Zuni Street; Denver, Colorado",-105.016,False,False,,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Colorado,5,34,False,False,False,False
False,False,False,False,False,False,600 block of North Hamilton Street,False,True,False,False,False,False,False,False,Georgetown,False,False,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,195,False,"January 11, 2016",False,False,False,38.2163,"600 block of North Hamilton Street; Georgetown, Kentucky",-84.555,False,False,"near Watson Alley, officers responding to domestic disturbance shot suspect who refused to drop what appeared to be handgun that turned out to be pellet gun",1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Kentucky,N/A,N/A,False,False,False,False
False,False,False,False,False,False,North Fairgrounds Street and Hatton Street,False,False,False,False,False,False,False,False,Jackson,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196,False,"January 11, 2016",False,False,False,35.6182,"North Fairgrounds Street and Hatton Street; Jackson, Tennessee",-88.8291,False,False,"downtown, man shot",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Tennessee,80,27,False,False,False,False
False,False,False,False,False,False,2562 North 124th Street,False,False,False,False,False,False,False,False,Milwaukee (Wauwatosa),False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,197,False,"January 11, 2016",False,False,False,43.0652,"Normandy Village Apartments; 2562 North 124th Street; Milwaukee (Wauwatosa), Wisconsin",-88.0668,False,False,"respond to dv, ofc chase perp with knife, 36yo and 31yo ofc fire when attacked, perp inj, 32yo woman found dead, unclear if related",1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wisconsin,14,5,False,False,False,False
False,False,False,False,False,False,McKinley Street and Florence Avenue,False,False,False,False,False,False,False,False,Madison,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,198,False,"January 11, 2016",False,False,False,36.2808,"McKinley Street and Florence Avenue; Madison, Tennessee",-86.7045,False,True,"standoff lasted several hours after suspect assaulted and threatened to shoot man and woman who came to his home to repossess truck, shotgun",0,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Tennessee,51,19,False,False,False,False
False,False,False,False,False,False,Brown’s Point Boulevard and McMurray Road,False,False,False,False,False,False,False,False,Tacoma,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,199,False,"January 11, 2016",False,False,False,47.2833,"Brown’s Point Boulevard and McMurray Road; Tacoma, Washington",-122.396,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Washington,27,27,False,False,False,False
False,False,False,False,False,False,North Fairgrounds Street and Hatton Street,False,False,False,False,False,False,False,False,Jackson,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200,False,"January 11, 2016",False,False,False,35.6182,"North Fairgrounds Street and Hatton Street; Jackson, Tennessee",-88.8291,False,False,"downtown, man shot",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Tennessee,80,27,False,False,False,False
False,False,False,False,False,False,2562 North 124th Street,False,False,False,False,False,False,False,False,Milwaukee (Wauwatosa),False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,201,False,"January 11, 2016",False,False,False,43.0652,"Normandy Village Apartments; 2562 North 124th Street; Milwaukee (Wauwatosa), Wisconsin",-88.0668,False,False,"respond to dv, ofc chase perp with knife, 36yo and 31yo ofc fire when attacked, perp inj, 32yo woman found dead, unclear if related",1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wisconsin,14,5,False,False,False,False
False,False,False,False,False,False,McKinley Street and Florence Avenue,False,False,False,False,False,False,False,False,Madison,False,False,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,202,False,"January 11, 2016",False,False,False,36.2808,"McKinley Street and Florence Avenue; Madison, Tennessee",-86.7045,False,True,"standoff lasted several hours after suspect assaulted and threatened to shoot man and woman who came to his home to repossess truck, shotgun",0,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Tennessee,51,19,False,False,False,False
False,False,False,False,False,False,Brown’s Point Boulevard and McMurray Road,False,False,False,False,False,False,False,False,Tacoma,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,203,False,"January 11, 2016",False,False,False,47.2833,"Brown’s Point Boulevard and McMurray Road; Tacoma, Washington",-122.396,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Washington,27,27,False,False,False,False
True,False,False,False,False,False,N/A,False,False,False,False,False,False,False,False,Central Point,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204,False,"January 11, 2016",False,False,False,42.3843,"; Central Point, Oregon",-122.92,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Oregon,4,2,False,False,False,False
False,False,False,False,False,False,North Union Road,False,False,False,True,False,False,False,False,Union,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,205,False,"January 11, 2016",False,False,False,44.25,"North Union Road; Union, Maine",-69.3157,False,False,"suicidal perp with rifle, attempted suicide by cop, fired shots before ofc arrived, brief standoff, no shots fired by ofc, peaceful surrender",0,0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,Maine,49,22,False,False,False,False
False,False,False,False,False,False,2300 block of West Keefe,False,False,False,False,False,False,False,False,Milwaukee,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,206,False,"January 11, 2016",False,False,False,43.0824,"2300 block of West Keefe; Milwaukee, Wisconsin",-87.941,False,False,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wisconsin,16,6,False,False,False,False
False,False,False,False,False,False,5200 block of North 76th,False,False,False,False,False,False,False,False,Milwaukee,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207,False,"January 11, 2016",False,False,False,43.1125,"5200 block of North 76th; Milwaukee, Wisconsin",-88.0055,False,False,near Villard,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wisconsin,11,4,False,False,False,False
False,False,False,False,False,False,4000 block of Fisher Street,False,False,False,False,False,False,False,False,Kansas City,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208,False,"January 11, 2016",False,False,False,39.0543,"4000 block of Fisher Street; Kansas City, Kansas",-94.6167,False,False,,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Kansas,31,6,False,False,False,False
False,False,False,False,False,False,Canal Street and Selig Drive,False,False,False,False,False,False,False,False,Milwaukee,False,False,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,209,False,"January 11, 2016",False,False,False,43.0248,"Canal Street and Selig Drive; Milwaukee, Wisconsin",-87.9626,False,False,"LOCATION FOUND, poss shot on freeway, north of National near Miller Park Way",1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wisconsin,9,3,False,False,False,False
False,False,False,False,False,False,500 block of W. Claflin Avenue,False,False,False,False,False,False,False,False,Salina,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,210,False,"January 11, 2016",False,False,False,38.8145,"500 block of W. Claflin Avenue; Salina, Kansas",-97.6174,False,True,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Kansas,69,24,False,False,False,False
False,False,False,False,False,False,4700 Block of Raylett Drive,False,False,False,False,False,False,False,False,Wichita Falls,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211,False,"January 11, 2016",False,False,False,33.9727,"4700 Block of Raylett Drive; Wichita Falls, Texas",-98.5272,False,False,1 inj.,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Texas,69,30,False,False,False,False
False,False,False,False,False,False,East 61st and Griswold Ave,False,False,False,False,False,False,False,False,Cleveland,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,212,False,"January 11, 2016",False,False,False,41.4869,"East 61st and Griswold Ave; Cleveland, Ohio",-81.6479,False,False,"Man found shot, killed, behind wheel of car; more than 1 suspect sought;",0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Ohio,11,21,False,False,False,False
False,False,False,False,False,False,1901 Tates Springs Road,False,False,False,False,False,False,False,False,Lynchburg,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,213,False,"January 11, 2016",False,False,False,37.42,"Centra Lynchburg General Hospital; 1901 Tates Springs Road; Lynchburg, Virginia",-79.1711,False,False,patient shot by Centra security officer during physical altercation in Dillard building near Emergency Room,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Virginia,22,22,False,False,False,False
False,False,False,False,False,False,Pine Grove Drive,False,False,False,False,False,False,False,False,Brockton,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,214,False,"January 11, 2016",False,False,False,42.1022,"Pine Grove Drive; Brockton, Massachusetts",-71.0607,False,False,"shots fired on basketball courts, 40 cal casings found",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Massachusetts,N/A,N/A,False,False,False,False
